_id,Year,Country/State,AgeGroup,Person
5063,1990,KEDAH,20–24,76.1
5064,1990,KEDAH,25–29,67.1
5065,1990,KEDAH,30–34,63.2
5066,1990,KEDAH,35–39,55.6
5067,1990,KEDAH,40–44,52.9
5068,1990,KEDAH,45–49,37.3
5069,1990,KEDAH,50–54,34.7
5070,1990,KEDAH,55–59,20.8
5071,1990,KEDAH,60–64,17.5
5072,1990,KELANTAN,Total,377.7
5073,1990,KELANTAN,15–19,33.7
5074,1990,KELANTAN,20–24,53.8
5075,1990,KELANTAN,25–29,52.4
5076,1990,KELANTAN,30–34,49.7
5077,1990,KELANTAN,35–39,44.0
5078,1990,KELANTAN,40–44,39.2
5079,1990,KELANTAN,45–49,40.9
5080,1990,KELANTAN,50–54,29.5
5081,1990,KELANTAN,55–59,18.9
5082,1990,KELANTAN,60–64,15.5
5083,1990,MELAKA,Total,180.0
5084,1990,MELAKA,15–19,16.0
5085,1990,MELAKA,20–24,32.5
5086,1990,MELAKA,25–29,30.5
5087,1990,MELAKA,30–34,25.9
5088,1990,MELAKA,35–39,19.4
5089,1990,MELAKA,40–44,16.2
5090,1990,MELAKA,45–49,13.8
5091,1990,MELAKA,50–54,14.6
5092,1990,MELAKA,55–59,6.5
5093,1990,MELAKA,60–64,4.6
5094,1990,NEGERI SEMBILAN,Total,216.0
5095,1990,NEGERI SEMBILAN,15–19,15.9
5096,1990,NEGERI SEMBILAN,20–24,32.5
5097,1990,NEGERI SEMBILAN,25–29,32.2
5098,1990,NEGERI SEMBILAN,30–34,31.7
5099,1990,NEGERI SEMBILAN,35–39,27.7
5100,1990,NEGERI SEMBILAN,40–44,25.3
5101,1990,NEGERI SEMBILAN,45–49,17.7
5102,1990,NEGERI SEMBILAN,50–54,18.3
5103,1990,NEGERI SEMBILAN,55–59,9.3
5104,1990,NEGERI SEMBILAN,60–64,5.3
5105,1990,PAHANG,Total,428.8
5106,1990,PAHANG,15–19,37.5
5107,1990,PAHANG,20–24,76.9
5108,1990,PAHANG,25–29,72.7
5109,1990,PAHANG,30–34,62.1
5110,1990,PAHANG,35–39,55.0
5111,1990,PAHANG,40–44,47.1
5112,1990,PAHANG,45–49,32.3
5113,1990,PAHANG,50–54,26.1
5114,1990,PAHANG,55–59,12.4
5115,1990,PAHANG,60–64,6.8
5116,1990,PULAU PINANG,Total,457.2
5117,1990,PULAU PINANG,15–19,44.1
5118,1990,PULAU PINANG,20–24,98.9
5119,1990,PULAU PINANG,25–29,88.0
5120,1990,PULAU PINANG,30–34,60.0
5121,1990,PULAU PINANG,35–39,55.0
5122,1990,PULAU PINANG,40–44,41.0
5123,1990,PULAU PINANG,45–49,26.1
5124,1990,PULAU PINANG,50–54,24.1
5125,1990,PULAU PINANG,55–59,11.4
5126,1990,PULAU PINANG,60–64,8.6
5127,1990,PERAK,Total,678.2
5128,1990,PERAK,15–19,60.7
5129,1990,PERAK,20–24,98.8
5130,1990,PERAK,25–29,103.6
5131,1990,PERAK,30–34,94.4
5132,1990,PERAK,35–39,81.1
5133,1990,PERAK,40–44,69.5
5134,1990,PERAK,45–49,57.8
5135,1990,PERAK,50–54,52.7
5136,1990,PERAK,55–59,34.4
5137,1990,PERAK,60–64,25.1
5138,1990,PERLIS,Total,57.1
5139,1990,PERLIS,15–19,2.7
5140,1990,PERLIS,20–24,8.4
5141,1990,PERLIS,25–29,7.2
5142,1990,PERLIS,30–34,8.5
5143,1990,PERLIS,35–39,8.6
5144,1990,PERLIS,40–44,5.6
5145,1990,PERLIS,45–49,4.8
5146,1990,PERLIS,50–54,4.8
5147,1990,PERLIS,55–59,3.6
5148,1990,PERLIS,60–64,3.1
5149,1990,SELANGOR,Total,1039.4
5150,1990,SELANGOR,15–19,84.8
5151,1990,SELANGOR,20–24,228.4
5152,1990,SELANGOR,25–29,208.8
5153,1990,SELANGOR,30–34,165.9
5154,1990,SELANGOR,35–39,123.5
5155,1990,SELANGOR,40–44,90.2
5156,1990,SELANGOR,45–49,62.3
5157,1990,SELANGOR,50–54,44.6
5158,1990,SELANGOR,55–59,18.8
5159,1990,SELANGOR,60–64,12.0
5160,1990,TERENGGANU,Total,227.6
5161,1990,TERENGGANU,15–19,25.2
5162,1990,TERENGGANU,20–24,35.9
5163,1990,TERENGGANU,25–29,34.0
5164,1990,TERENGGANU,30–34,28.0
5165,1990,TERENGGANU,35–39,24.3
5166,1990,TERENGGANU,40–44,24.0
5167,1990,TERENGGANU,45–49,20.6
5168,1990,TERENGGANU,50–54,17.9
5169,1990,TERENGGANU,55–59,10.4
5170,1990,TERENGGANU,60–64,7.3
5171,1990,SABAH,Total,436.9
5172,1990,SABAH,15–19,41.2
5173,1990,SABAH,20–24,66.4
5174,1990,SABAH,25–29,69.3
5175,1990,SABAH,30–34,70.7
5176,1990,SABAH,35–39,57.8
5177,1990,SABAH,40–44,39.7
5178,1990,SABAH,45–49,34.2
5179,1990,SABAH,50–54,27.5
5180,1990,SABAH,55–59,18.5
5181,1990,SABAH,60–64,11.5
5182,1990,SARAWAK,Total,698.9
5183,1990,SARAWAK,15–19,88.1
5184,1990,SARAWAK,20–24,119.8
5185,1990,SARAWAK,25–29,109.3
5186,1990,SARAWAK,30–34,91.0
5187,1990,SARAWAK,35–39,80.2
5188,1990,SARAWAK,40–44,63.5
5189,1990,SARAWAK,45–49,53.3
5190,1990,SARAWAK,50–54,41.5
5191,1990,SARAWAK,55–59,29.7
5192,1990,SARAWAK,60–64,22.4
5193,1990,W.P.KUALA LUMPUR,Total,490.7
5194,1990,W.P.KUALA LUMPUR,15–19,32.3
5195,1990,W.P.KUALA LUMPUR,20–24,95.4
5196,1990,W.P.KUALA LUMPUR,25–29,106.1
5197,1990,W.P.KUALA LUMPUR,30–34,80.6
5198,1990,W.P.KUALA LUMPUR,35–39,55.4
5199,1990,W.P.KUALA LUMPUR,40–44,48.2
5200,1990,W.P.KUALA LUMPUR,45–49,31.0
5201,1990,W.P.KUALA LUMPUR,50–54,25.0
5202,1990,W.P.KUALA LUMPUR,55–59,11.5
5203,1990,W.P.KUALA LUMPUR,60–64,5.2
5204,1990,W.P.LABUAN,Total,14.8
5205,1990,W.P.LABUAN,15–19,0.8
5206,1990,W.P.LABUAN,20–24,1.7
5207,1990,W.P.LABUAN,25–29,3.2
5208,1990,W.P.LABUAN,30–34,3.9
5209,1990,W.P.LABUAN,35–39,2.5
5210,1990,W.P.LABUAN,40–44,1.3
5211,1990,W.P.LABUAN,45–49,0.9
5212,1990,W.P.LABUAN,50–54,0.2
5213,1990,W.P.LABUAN,55–59,0.3
5214,1990,W.P.LABUAN,60–64,0.1
5215,1989,MALAYSIA,Total,6390.9
5216,1989,MALAYSIA,15–19,574.5
5217,1989,MALAYSIA,20–24,1132.9
5218,1989,MALAYSIA,25–29,1092.0
5219,1989,MALAYSIA,30–34,919.8
5220,1989,MALAYSIA,35–39,779.1
5221,1989,MALAYSIA,40–44,611.1
5222,1989,MALAYSIA,45–49,506.7
5223,1989,MALAYSIA,50–54,392.8
5224,1989,MALAYSIA,55–59,231.6
5225,1989,MALAYSIA,60–64,150.2
5226,1989,JOHOR,Total,822.3
5227,1989,JOHOR,15–19,77.3
5228,1989,JOHOR,20–24,156.0
5229,1989,JOHOR,25–29,140.3
5230,1989,JOHOR,30–34,114.6
5231,1989,JOHOR,35–39,97.8
5232,1989,JOHOR,40–44,77.9
5233,1989,JOHOR,45–49,61.9
5234,1989,JOHOR,50–54,50.4
5235,1989,JOHOR,55–59,28.6
5236,1989,JOHOR,60–64,17.6
5237,1989,KEDAH,Total,443.3
5238,1989,KEDAH,15–19,38.8
5239,1989,KEDAH,20–24,68.3
5240,1989,KEDAH,25–29,66.7
5241,1989,KEDAH,30–34,57.2
5242,1989,KEDAH,35–39,56.0
5243,1989,KEDAH,40–44,46.2
5244,1989,KEDAH,45–49,36.7
5245,1989,KEDAH,50–54,32.8
5246,1989,KEDAH,55–59,23.1
5247,1989,KEDAH,60–64,17.5
5248,1989,KELANTAN,Total,363.8
5249,1989,KELANTAN,15–19,30.9
5250,1989,KELANTAN,20–24,52.9
5251,1989,KELANTAN,25–29,55.5
5252,1989,KELANTAN,30–34,47.9
5253,1989,KELANTAN,35–39,39.8
5254,1989,KELANTAN,40–44,39.1
5255,1989,KELANTAN,45–49,38.0
5256,1989,KELANTAN,50–54,28.2
5257,1989,KELANTAN,55–59,17.0
5258,1989,KELANTAN,60–64,14.4
5259,1989,MELAKA,Total,185.9
5260,1989,MELAKA,15–19,14.2
5261,1989,MELAKA,20–24,35.0
5262,1989,MELAKA,25–29,30.6
5263,1989,MELAKA,30–34,25.7
5264,1989,MELAKA,35–39,21.9
5265,1989,MELAKA,40–44,19.0
5266,1989,MELAKA,45–49,14.0
5267,1989,MELAKA,50–54,12.2
5268,1989,MELAKA,55–59,7.2
5269,1989,MELAKA,60–64,6.0
5270,1989,NEGERI SEMBILAN,Total,229.3
5271,1989,NEGERI SEMBILAN,15–19,20.1
5272,1989,NEGERI SEMBILAN,20–24,32.3
5273,1989,NEGERI SEMBILAN,25–29,37.1
5274,1989,NEGERI SEMBILAN,30–34,34.2
5275,1989,NEGERI SEMBILAN,35–39,33.6
5276,1989,NEGERI SEMBILAN,40–44,23.1
5277,1989,NEGERI SEMBILAN,45–49,19.1
5278,1989,NEGERI SEMBILAN,50–54,15.4
5279,1989,NEGERI SEMBILAN,55–59,8.5
5280,1989,NEGERI SEMBILAN,60–64,5.9
5281,1989,PAHANG,Total,379.1
5282,1989,PAHANG,15–19,36.9
5283,1989,PAHANG,20–24,66.1
5284,1989,PAHANG,25–29,61.2
5285,1989,PAHANG,30–34,54.5
5286,1989,PAHANG,35–39,47.4
5287,1989,PAHANG,40–44,39.0
5288,1989,PAHANG,45–49,30.8
5289,1989,PAHANG,50–54,24.7
5290,1989,PAHANG,55–59,12.4
5291,1989,PAHANG,60–64,6.1
5292,1989,PULAU PINANG,Total,436.3
5293,1989,PULAU PINANG,15–19,34.4
5294,1989,PULAU PINANG,20–24,95.4
5295,1989,PULAU PINANG,25–29,75.2
5296,1989,PULAU PINANG,30–34,62.6
5297,1989,PULAU PINANG,35–39,54.2
5298,1989,PULAU PINANG,40–44,40.5
5299,1989,PULAU PINANG,45–49,31.5
5300,1989,PULAU PINANG,50–54,22.9
5301,1989,PULAU PINANG,55–59,12.3
5302,1989,PULAU PINANG,60–64,7.2
5303,1989,PERAK,Total,686.7
5304,1989,PERAK,15–19,62.0
5305,1989,PERAK,20–24,106.7
5306,1989,PERAK,25–29,102.8
5307,1989,PERAK,30–34,88.2
5308,1989,PERAK,35–39,78.2
5309,1989,PERAK,40–44,75.4
5310,1989,PERAK,45–49,65.0
5311,1989,PERAK,50–54,54.1
5312,1989,PERAK,55–59,32.4
5313,1989,PERAK,60–64,21.9
5314,1989,PERLIS,Total,66.3
5315,1989,PERLIS,15–19,3.4
5316,1989,PERLIS,20–24,11.2
5317,1989,PERLIS,25–29,9.3
5318,1989,PERLIS,30–34,10.0
5319,1989,PERLIS,35–39,9.4
5320,1989,PERLIS,40–44,6.0
5321,1989,PERLIS,45–49,6.8
5322,1989,PERLIS,50–54,5.3
5323,1989,PERLIS,55–59,2.8
5324,1989,PERLIS,60–64,2.1
5325,1989,SELANGOR,Total,900.3
5326,1989,SELANGOR,15–19,67.8
5327,1989,SELANGOR,20–24,182.6
5328,1989,SELANGOR,25–29,181.6
5329,1989,SELANGOR,30–34,145.4
5330,1989,SELANGOR,35–39,115.7
5331,1989,SELANGOR,40–44,77.5
5332,1989,SELANGOR,45–49,60.6
5333,1989,SELANGOR,50–54,40.1
5334,1989,SELANGOR,55–59,18.6
5335,1989,SELANGOR,60–64,10.2
5336,1989,TERENGGANU,Total,229.9
5337,1989,TERENGGANU,15–19,19.7
5338,1989,TERENGGANU,20–24,37.8
5339,1989,TERENGGANU,25–29,40.1
5340,1989,TERENGGANU,30–34,34.2
5341,1989,TERENGGANU,35–39,24.2
5342,1989,TERENGGANU,40–44,20.9
5343,1989,TERENGGANU,45–49,19.6
5344,1989,TERENGGANU,50–54,18.7
5345,1989,TERENGGANU,55–59,8.8
5346,1989,TERENGGANU,60–64,5.9
5347,1989,SABAH,Total,442.3
5348,1989,SABAH,15–19,42.2
5349,1989,SABAH,20–24,69.0
5350,1989,SABAH,25–29,74.4
5351,1989,SABAH,30–34,72.3
5352,1989,SABAH,35–39,59.1
5353,1989,SABAH,40–44,36.6
5354,1989,SABAH,45–49,35.9
5355,1989,SABAH,50–54,25.5
5356,1989,SABAH,55–59,17.7
5357,1989,SABAH,60–64,9.7
5358,1989,SARAWAK,Total,687.2
5359,1989,SARAWAK,15–19,95.0
5360,1989,SARAWAK,20–24,116.7
5361,1989,SARAWAK,25–29,103.9
5362,1989,SARAWAK,30–34,85.1
5363,1989,SARAWAK,35–39,77.7
5364,1989,SARAWAK,40–44,62.8
5365,1989,SARAWAK,45–49,53.3
5366,1989,SARAWAK,50–54,39.7
5367,1989,SARAWAK,55–59,32.3
5368,1989,SARAWAK,60–64,20.7
5369,1989,W.P.KUALA LUMPUR,Total,504.7
5370,1989,W.P.KUALA LUMPUR,15–19,31.0
5371,1989,W.P.KUALA LUMPUR,20–24,100.5
5372,1989,W.P.KUALA LUMPUR,25–29,110.6
5373,1989,W.P.KUALA LUMPUR,30–34,84.9
5374,1989,W.P.KUALA LUMPUR,35–39,62.2
5375,1989,W.P.KUALA LUMPUR,40–44,46.0
5376,1989,W.P.KUALA LUMPUR,45–49,32.7
5377,1989,W.P.KUALA LUMPUR,50–54,22.5
5378,1989,W.P.KUALA LUMPUR,55–59,9.6
5379,1989,W.P.KUALA LUMPUR,60–64,4.5
5380,1989,W.P.LABUAN,Total,13.4
5381,1989,W.P.LABUAN,15–19,0.9
5382,1989,W.P.LABUAN,20–24,2.2
5383,1989,W.P.LABUAN,25–29,2.8
5384,1989,W.P.LABUAN,30–34,2.9
5385,1989,W.P.LABUAN,35–39,1.9
5386,1989,W.P.LABUAN,40–44,1.0
5387,1989,W.P.LABUAN,45–49,0.8
5388,1989,W.P.LABUAN,50–54,0.4
5389,1989,W.P.LABUAN,55–59,0.3
5390,1989,W.P.LABUAN,60–64,0.2
5391,1988,MALAYSIA,Total,6157.2
5392,1988,MALAYSIA,15–19,560.6
5393,1988,MALAYSIA,20–24,1080.7
5394,1988,MALAYSIA,25–29,1033.5
5395,1988,MALAYSIA,30–34,887.6
5396,1988,MALAYSIA,35–39,748.3
5397,1988,MALAYSIA,40–44,575.7
5398,1988,MALAYSIA,45–49,495.5
5399,1988,MALAYSIA,50–54,385.4
5400,1988,MALAYSIA,55–59,233.9
5401,1988,MALAYSIA,60–64,156.0
5402,1988,JOHOR,Total,792.0
5403,1988,JOHOR,15–19,78.6
5404,1988,JOHOR,20–24,141.6
5405,1988,JOHOR,25–29,129.5
5406,1988,JOHOR,30–34,117.3
5407,1988,JOHOR,35–39,96.9
5408,1988,JOHOR,40–44,77.8
5409,1988,JOHOR,45–49,58.6
5410,1988,JOHOR,50–54,45.4
5411,1988,JOHOR,55–59,26.5
5412,1988,JOHOR,60–64,19.8
5413,1988,KEDAH,Total,459.3
5414,1988,KEDAH,15–19,38.6
5415,1988,KEDAH,20–24,72.1
5416,1988,KEDAH,25–29,64.4
5417,1988,KEDAH,30–34,62.5
5418,1988,KEDAH,35–39,51.4
5419,1988,KEDAH,40–44,42.8
5420,1988,KEDAH,45–49,44.2
5421,1988,KEDAH,50–54,39.1
5422,1988,KEDAH,55–59,28.2
5423,1988,KEDAH,60–64,16.1
5424,1988,KELANTAN,Total,363.4
5425,1988,KELANTAN,15–19,28.4
5426,1988,KELANTAN,20–24,51.6
5427,1988,KELANTAN,25–29,53.2
5428,1988,KELANTAN,30–34,46.9
5429,1988,KELANTAN,35–39,48.0
5430,1988,KELANTAN,40–44,39.9
5431,1988,KELANTAN,45–49,31.3
5432,1988,KELANTAN,50–54,27.1
5433,1988,KELANTAN,55–59,20.2
5434,1988,KELANTAN,60–64,16.6
5435,1988,MELAKA,Total,175.4
5436,1988,MELAKA,15–19,15.7
5437,1988,MELAKA,20–24,29.8
5438,1988,MELAKA,25–29,26.1
5439,1988,MELAKA,30–34,23.0
5440,1988,MELAKA,35–39,22.5
5441,1988,MELAKA,40–44,21.3
5442,1988,MELAKA,45–49,15.0
5443,1988,MELAKA,50–54,11.2
5444,1988,MELAKA,55–59,5.9
5445,1988,MELAKA,60–64,4.9
5446,1988,NEGERI SEMBILAN,Total,228.0
5447,1988,NEGERI SEMBILAN,15–19,20.9
5448,1988,NEGERI SEMBILAN,20–24,37.1
5449,1988,NEGERI SEMBILAN,25–29,36.0
5450,1988,NEGERI SEMBILAN,30–34,33.0
5451,1988,NEGERI SEMBILAN,35–39,30.7
5452,1988,NEGERI SEMBILAN,40–44,21.2
5453,1988,NEGERI SEMBILAN,45–49,20.2
5454,1988,NEGERI SEMBILAN,50–54,15.5
5455,1988,NEGERI SEMBILAN,55–59,8.3
5456,1988,NEGERI SEMBILAN,60–64,5.0
5457,1988,PAHANG,Total,351.5
5458,1988,PAHANG,15–19,34.4
5459,1988,PAHANG,20–24,63.3
5460,1988,PAHANG,25–29,62.3
5461,1988,PAHANG,30–34,47.5
5462,1988,PAHANG,35–39,42.3
5463,1988,PAHANG,40–44,35.2
5464,1988,PAHANG,45–49,29.9
5465,1988,PAHANG,50–54,21.4
5466,1988,PAHANG,55–59,9.7
5467,1988,PAHANG,60–64,5.4
5468,1988,PULAU PINANG,Total,398.9
5469,1988,PULAU PINANG,15–19,30.3
5470,1988,PULAU PINANG,20–24,82.3
5471,1988,PULAU PINANG,25–29,74.6
5472,1988,PULAU PINANG,30–34,54.4
5473,1988,PULAU PINANG,35–39,46.4
5474,1988,PULAU PINANG,40–44,37.1
5475,1988,PULAU PINANG,45–49,32.1
5476,1988,PULAU PINANG,50–54,23.8
5477,1988,PULAU PINANG,55–59,10.2
5478,1988,PULAU PINANG,60–64,7.7
5479,1988,PERAK,Total,656.7
5480,1988,PERAK,15–19,58.0
5481,1988,PERAK,20–24,110.0
5482,1988,PERAK,25–29,88.1
5483,1988,PERAK,30–34,84.3
5484,1988,PERAK,35–39,81.5
5485,1988,PERAK,40–44,64.1
5486,1988,PERAK,45–49,59.7
5487,1988,PERAK,50–54,55.1
5488,1988,PERAK,55–59,34.1
5489,1988,PERAK,60–64,21.8
5490,1988,PERLIS,Total,65.5
5491,1988,PERLIS,15–19,3.6
5492,1988,PERLIS,20–24,8.7
5493,1988,PERLIS,25–29,11.4
5494,1988,PERLIS,30–34,10.1
5495,1988,PERLIS,35–39,8.3
5496,1988,PERLIS,40–44,6.2
5497,1988,PERLIS,45–49,6.0
5498,1988,PERLIS,50–54,5.6
5499,1988,PERLIS,55–59,2.5
5500,1988,PERLIS,60–64,3.0
5501,1988,SELANGOR,Total,893.1
5502,1988,SELANGOR,15–19,72.6
5503,1988,SELANGOR,20–24,171.7
5504,1988,SELANGOR,25–29,173.8
5505,1988,SELANGOR,30–34,148.9
5506,1988,SELANGOR,35–39,110.5
5507,1988,SELANGOR,40–44,77.5
5508,1988,SELANGOR,45–49,62.1
5509,1988,SELANGOR,50–54,42.3
5510,1988,SELANGOR,55–59,19.6
5511,1988,SELANGOR,60–64,14.2
5512,1988,TERENGGANU,Total,229.8
5513,1988,TERENGGANU,15–19,22.5
5514,1988,TERENGGANU,20–24,38.5
5515,1988,TERENGGANU,25–29,37.4
5516,1988,TERENGGANU,30–34,28.8
5517,1988,TERENGGANU,35–39,25.3
5518,1988,TERENGGANU,40–44,22.4
5519,1988,TERENGGANU,45–49,20.2
5520,1988,TERENGGANU,50–54,16.4
5521,1988,TERENGGANU,55–59,10.6
5522,1988,TERENGGANU,60–64,7.8
5523,1988,SABAH,Total,424.6
5524,1988,SABAH,15–19,38.1
5525,1988,SABAH,20–24,66.3
5526,1988,SABAH,25–29,75.1
5527,1988,SABAH,30–34,67.9
5528,1988,SABAH,35–39,53.3
5529,1988,SABAH,40–44,35.3
5530,1988,SABAH,45–49,35.1
5531,1988,SABAH,50–54,24.6
5532,1988,SABAH,55–59,17.8
5533,1988,SABAH,60–64,11.2
5534,1988,SARAWAK,Total,637.1
5535,1988,SARAWAK,15–19,89.9
5536,1988,SARAWAK,20–24,106.4
5537,1988,SARAWAK,25–29,97.2
5538,1988,SARAWAK,30–34,82.4
5539,1988,SARAWAK,35–39,68.4
5540,1988,SARAWAK,40–44,55.5
5541,1988,SARAWAK,45–49,51.1
5542,1988,SARAWAK,50–54,37.9
5543,1988,SARAWAK,55–59,30.4
5544,1988,SARAWAK,60–64,18.0
5545,1988,W.P.KUALA LUMPUR,Total,469.6
5546,1988,W.P.KUALA LUMPUR,15–19,28.3
5547,1988,W.P.KUALA LUMPUR,20–24,99.0
5548,1988,W.P.KUALA LUMPUR,25–29,101.9
5549,1988,W.P.KUALA LUMPUR,30–34,77.9
5550,1988,W.P.KUALA LUMPUR,35–39,61.1
5551,1988,W.P.KUALA LUMPUR,40–44,38.5
5552,1988,W.P.KUALA LUMPUR,45–49,29.4
5553,1988,W.P.KUALA LUMPUR,50–54,19.6
5554,1988,W.P.KUALA LUMPUR,55–59,9.6
5555,1988,W.P.KUALA LUMPUR,60–64,4.3
5556,1988,W.P.LABUAN,Total,12.3
5557,1988,W.P.LABUAN,15–19,0.9
5558,1988,W.P.LABUAN,20–24,2.2
5559,1988,W.P.LABUAN,25–29,2.6
5560,1988,W.P.LABUAN,30–34,2.6
5561,1988,W.P.LABUAN,35–39,1.7
5562,1988,W.P.LABUAN,40–44,0.8
5563,1988,W.P.LABUAN,45–49,0.6
5564,1988,W.P.LABUAN,50–54,0.4
5565,1988,W.P.LABUAN,55–59,0.3
5566,1988,W.P.LABUAN,60–64,0.1
5567,1987,MALAYSIA,Total,5983.9
5568,1987,MALAYSIA,15–19,540.2
5569,1987,MALAYSIA,20–24,1063.2
5570,1987,MALAYSIA,25–29,1017.3
5571,1987,MALAYSIA,30–34,860.8
5572,1987,MALAYSIA,35–39,730.1
5573,1987,MALAYSIA,40–44,545.0
5574,1987,MALAYSIA,45–49,490.6
5575,1987,MALAYSIA,50–54,354.2
5576,1987,MALAYSIA,55–59,232.0
5577,1987,MALAYSIA,60–64,150.6
5578,1987,JOHOR,Total,732.7
5579,1987,JOHOR,15–19,68.0
5580,1987,JOHOR,20–24,138.0
5581,1987,JOHOR,25–29,121.9
5582,1987,JOHOR,30–34,104.9
5583,1987,JOHOR,35–39,83.1
5584,1987,JOHOR,40–44,63.6
5585,1987,JOHOR,45–49,61.5
5586,1987,JOHOR,50–54,46.4
5587,1987,JOHOR,55–59,28.7
5588,1987,JOHOR,60–64,16.5
5589,1987,KEDAH,Total,420.1
5590,1987,KEDAH,15–19,35.7
5591,1987,KEDAH,20–24,63.7
5592,1987,KEDAH,25–29,59.0
5593,1987,KEDAH,30–34,57.7
5594,1987,KEDAH,35–39,55.0
5595,1987,KEDAH,40–44,42.6
5596,1987,KEDAH,45–49,41.3
5597,1987,KEDAH,50–54,31.1
5598,1987,KEDAH,55–59,20.1
5599,1987,KEDAH,60–64,13.8
5600,1987,KELANTAN,Total,350.5
5601,1987,KELANTAN,15–19,23.5
5602,1987,KELANTAN,20–24,52.4
5603,1987,KELANTAN,25–29,53.4
5604,1987,KELANTAN,30–34,44.8
5605,1987,KELANTAN,35–39,40.0
5606,1987,KELANTAN,40–44,36.4
5607,1987,KELANTAN,45–49,36.4
5608,1987,KELANTAN,50–54,25.2
5609,1987,KELANTAN,55–59,21.7
5610,1987,KELANTAN,60–64,16.7
5611,1987,MELAKA,Total,176.7
5612,1987,MELAKA,15–19,15.4
5613,1987,MELAKA,20–24,29.7
5614,1987,MELAKA,25–29,27.4
5615,1987,MELAKA,30–34,24.0
5616,1987,MELAKA,35–39,21.2
5617,1987,MELAKA,40–44,19.1
5618,1987,MELAKA,45–49,16.3
5619,1987,MELAKA,50–54,12.3
5620,1987,MELAKA,55–59,7.0
5621,1987,MELAKA,60–64,4.4
5622,1987,NEGERI SEMBILAN,Total,221.7
5623,1987,NEGERI SEMBILAN,15–19,14.4
5624,1987,NEGERI SEMBILAN,20–24,34.0
5625,1987,NEGERI SEMBILAN,25–29,36.7
5626,1987,NEGERI SEMBILAN,30–34,36.6
5627,1987,NEGERI SEMBILAN,35–39,32.9
5628,1987,NEGERI SEMBILAN,40–44,19.6
5629,1987,NEGERI SEMBILAN,45–49,19.6
5630,1987,NEGERI SEMBILAN,50–54,14.1
5631,1987,NEGERI SEMBILAN,55–59,9.2
5632,1987,NEGERI SEMBILAN,60–64,4.7
5633,1987,PAHANG,Total,335.9
5634,1987,PAHANG,15–19,34.9
5635,1987,PAHANG,20–24,56.8
5636,1987,PAHANG,25–29,56.4
5637,1987,PAHANG,30–34,47.9
5638,1987,PAHANG,35–39,43.1
5639,1987,PAHANG,40–44,31.7
5640,1987,PAHANG,45–49,28.4
5641,1987,PAHANG,50–54,19.3
5642,1987,PAHANG,55–59,10.5
5643,1987,PAHANG,60–64,7.0
5644,1987,PULAU PINANG,Total,404.8
5645,1987,PULAU PINANG,15–19,30.6
5646,1987,PULAU PINANG,20–24,81.4
5647,1987,PULAU PINANG,25–29,74.5
5648,1987,PULAU PINANG,30–34,60.4
5649,1987,PULAU PINANG,35–39,50.1
5650,1987,PULAU PINANG,40–44,37.7
5651,1987,PULAU PINANG,45–49,26.9
5652,1987,PULAU PINANG,50–54,21.2
5653,1987,PULAU PINANG,55–59,12.9
5654,1987,PULAU PINANG,60–64,9.1
5655,1987,PERAK,Total,670.5
5656,1987,PERAK,15–19,65.2
5657,1987,PERAK,20–24,106.1
5658,1987,PERAK,25–29,100.0
5659,1987,PERAK,30–34,85.8
5660,1987,PERAK,35–39,84.0
5661,1987,PERAK,40–44,62.4
5662,1987,PERAK,45–49,62.4
5663,1987,PERAK,50–54,47.7
5664,1987,PERAK,55–59,33.7
5665,1987,PERAK,60–64,23.3
5666,1987,PERLIS,Total,60.6
5667,1987,PERLIS,15–19,5.3
5668,1987,PERLIS,20–24,9.0
5669,1987,PERLIS,25–29,8.8
5670,1987,PERLIS,30–34,8.6
5671,1987,PERLIS,35–39,8.5
5672,1987,PERLIS,40–44,6.6
5673,1987,PERLIS,45–49,4.6
5674,1987,PERLIS,50–54,3.5
5675,1987,PERLIS,55–59,3.9
5676,1987,PERLIS,60–64,1.8
5677,1987,SELANGOR,Total,865.0
5678,1987,SELANGOR,15–19,70.0
5679,1987,SELANGOR,20–24,180.4
5680,1987,SELANGOR,25–29,166.8
5681,1987,SELANGOR,30–34,138.4
5682,1987,SELANGOR,35–39,104.9
5683,1987,SELANGOR,40–44,73.6
5684,1987,SELANGOR,45–49,60.5
5685,1987,SELANGOR,50–54,40.8
5686,1987,SELANGOR,55–59,19.8
5687,1987,SELANGOR,60–64,9.8
5688,1987,TERENGGANU,Total,208.9
5689,1987,TERENGGANU,15–19,17.4
5690,1987,TERENGGANU,20–24,33.0
5691,1987,TERENGGANU,25–29,34.3
5692,1987,TERENGGANU,30–34,29.9
5693,1987,TERENGGANU,35–39,23.7
5694,1987,TERENGGANU,40–44,23.5
5695,1987,TERENGGANU,45–49,16.2
5696,1987,TERENGGANU,50–54,14.1
5697,1987,TERENGGANU,55–59,10.0
5698,1987,TERENGGANU,60–64,6.8
5699,1987,SABAH,Total,424.3
5700,1987,SABAH,15–19,40.6
5701,1987,SABAH,20–24,66.5
5702,1987,SABAH,25–29,78.6
5703,1987,SABAH,30–34,64.3
5704,1987,SABAH,35–39,52.6
5705,1987,SABAH,40–44,33.6
5706,1987,SABAH,45–49,37.1
5707,1987,SABAH,50–54,24.2
5708,1987,SABAH,55–59,15.7
5709,1987,SABAH,60–64,11.2
5710,1987,SARAWAK,Total,642.0
